# prerequisite	course	score	count_prereq	count_course	p_prereq	p_course
CS108	CS124	0.1792152704135737	943.0	1046.0	0.059694878774450844	0.06621510413369627
CME100	CHEM33	0.17882025081281933	2153.0	3118.0	0.1362917009558777	0.1973792492245363
<BEGIN>	CS106B	0.1787681205292144	15797.0	5006.0	1.0	0.31689561309109326
ECON50	ECON102A	0.17862838915470494	1881.0	1589.0	0.11907324175476357	0.10058871937709692
HUMBIO4B	PHYSICS24	0.17859892224788299	1299.0	955.0	0.08223080331708552	0.060454516680382354
CHEM31A	MATH20	0.17829993089149965	2894.0	1701.0	0.18319934164714818	0.10767867316579097
CHEM31A	MATH21	0.17829993089149965	2894.0	1633.0	0.18319934164714818	0.10337405836551244
HUMBIO4A	PHYSICS24	0.1782477341389728	1324.0	955.0	0.08381338228777616	0.060454516680382354
MATH21	<END>	0.17819963257807717	1633.0	15797.0	0.10337405836551244	1.0
CHEM33	CHEM36	0.17767799871712636	3118.0	969.0	0.1973792492245363	0.06134076090396911
MED160	CHEM130	0.17763975155279504	805.0	1268.0	0.05095904285623853	0.08026840539342914
MATH42	PHYSICS41	0.17757847533632287	1115.0	3406.0	0.07058302209280243	0.21561055896689243
PHYSICS22	BIO44X	0.1773049645390071	987.0	1064.0	0.062480217762866365	0.06735456099259353
PHYSICS41	CS106A	0.17704051673517324	3406.0	7270.0	0.21561055896689243	0.4602139646768374
HUMBIO3A	PHYSICS23	0.17677136596055515	1369.0	1204.0	0.0866620244350193	0.0762170032284611
CHEM135	STATS60	0.1763506625891947	981.0	3270.0	0.06210039880990061	0.2070013293663354
PHYSICS41	CS106B	0.17615971814445097	3406.0	5006.0	0.21561055896689243	0.31689561309109326
MATH20	CS106A	0.17519106407995297	1701.0	7270.0	0.10767867316579097	0.4602139646768374
HUMBIO3B	PHYSICS23	0.17516629711751663	1353.0	1204.0	0.0856491738937773	0.0762170032284611
ENGR40	<END>	0.17485029940119762	835.0	15797.0	0.052858137621067294	1.0
CME102	ENGR14	0.17484450587422254	1447.0	1453.0	0.09159967082357409	0.09197948977653984
PHYSICS46	CS106B	0.17466174661746617	813.0	5006.0	0.05146546812685953	0.31689561309109326
CHEM33	HUMBIO4B	0.17447081462475947	3118.0	1299.0	0.1973792492245363	0.08223080331708552
CHEM131	PHYSICS21	0.17406380027739252	1442.0	1140.0	0.09128315502943597	0.07216560106349307
HUMBIO3A	PHYSICS24	0.17384952520087654	1369.0	955.0	0.0866620244350193	0.060454516680382354
ECON1	CS106A	0.17338177014531045	3028.0	7270.0	0.19168196493005002	0.4602139646768374
HUMBIO3A	PHYSICS21	0.1731190650109569	1369.0	1140.0	0.0866620244350193	0.07216560106349307
BIO42	PHYSICS23	0.17307692307692307	1196.0	1204.0	0.0757105779578401	0.0762170032284611
HUMBIO4A	HUMBIO197	0.1729607250755287	1324.0	886.0	0.08381338228777616	0.05608659872127619
CS1C	PSYC135	0.17294117647058824	1700.0	2621.0	0.10761537000696335	0.16591757928720643
<BEGIN>	CHEM33	0.17288092675824523	15797.0	3118.0	1.0	0.1973792492245363
CS108	CS145	0.1728525980911983	943.0	818.0	0.059694878774450844	0.05178198392099766
UAR56	MATH51	0.17263025737602009	1593.0	5086.0	0.10084193201240742	0.3219598657973033
MATH51	MATH52	0.17223751474636256	5086.0	1317.0	0.3219598657973033	0.08337026017598279
HUMBIO3B	PHYSICS24	0.172209903917221	1353.0	955.0	0.0856491738937773	0.060454516680382354
MATH19	HUMBIO2A	0.17218095881161377	1481.0	1548.0	0.09375197822371337	0.09799328986516427
CME100	CS103	0.17185322805387832	2153.0	3319.0	0.1362917009558777	0.21010318414888904
CHEM131	PHYSICS22	0.17128987517337033	1442.0	987.0	0.09128315502943597	0.062480217762866365
CS161	CS110	0.1708542713567839	1990.0	1927.0	0.12597328606697475	0.12198518706083433
UAR56	MATH21	0.17074701820464533	1593.0	1633.0	0.10084193201240742	0.10337405836551244
UAR56	PSYCH1	0.17074701820464533	1593.0	3600.0	0.10084193201240742	0.2278913717794518
HUMBIO3B	PHYSICS21	0.17073170731707318	1353.0	1140.0	0.0856491738937773	0.07216560106349307
CHEM31A	MATH51	0.17069799585349	2894.0	5086.0	0.18319934164714818	0.3219598657973033
CS1C	PHYSICS41	0.17058823529411765	1700.0	3406.0	0.10761537000696335	0.21561055896689243
CS124	CS221	0.1701720841300191	1046.0	1062.0	0.06621510413369627	0.06722795467493828
BIO42	PHYSICS24	0.1697324414715719	1196.0	955.0	0.0757105779578401	0.060454516680382354
ME101	PHYSICS43	0.1691616766467066	1336.0	3030.0	0.08457302019370766	0.19180857124770526
PHYSICS41	PHYSICS44	0.16911332941867294	3406.0	890.0	0.21561055896689243	0.056339811356586694
MATH53	CS107	0.16906077348066298	1810.0	3393.0	0.11457871747800215	0.21478761790213333
CS142	CS145	0.16882067851373184	1238.0	818.0	0.07836931062860036	0.05178198392099766
HUMBIO3A	PHYSICS22	0.168736303871439	1369.0	987.0	0.0866620244350193	0.062480217762866365
CME102	CS103	0.1686247408431237	1447.0	3319.0	0.09159967082357409	0.21010318414888904
PHYSICS45	ENGR14	0.16833890746934224	1794.0	1453.0	0.11356586693676014	0.09197948977653984
BIO44X	CHEM36	0.16823308270676693	1064.0	969.0	0.06735456099259353	0.06134076090396911
CHEM130	PHYSICS24	0.167192429022082	1268.0	955.0	0.08026840539342914	0.060454516680382354
ECON1	CS106B	0.16710700132100395	3028.0	5006.0	0.19168196493005002	0.31689561309109326
HUMBIO3B	PHYSICS22	0.1670362158167036	1353.0	987.0	0.0856491738937773	0.062480217762866365
ME110	PHYSICS43	0.16682738669238187	1037.0	3030.0	0.06564537570424764	0.19180857124770526
MATH42	CS106B	0.16681614349775784	1115.0	5006.0	0.07058302209280243	0.31689561309109326
MATH19	HUMBIO2B	0.16677920324105333	1481.0	1520.0	0.09375197822371337	0.09622080141799076
CS2C	CS106A	0.16589327146171692	862.0	7270.0	0.05456732290941318	0.4602139646768374
ME110	ME80	0.16586306653809066	1037.0	935.0	0.06564537570424764	0.05918845350382984
CME102	PHYSICS45	0.165860400829302	1447.0	1794.0	0.09159967082357409	0.11356586693676014
CME100	<END>	0.1653506734788667	2153.0	15797.0	0.1362917009558777	1.0
CHEM36	PHYSICS23	0.1651186790505676	969.0	1204.0	0.06134076090396911	0.0762170032284611
CHEM130	PHYSICS23	0.16482649842271294	1268.0	1204.0	0.08026840539342914	0.0762170032284611
ENGR40M	CS109	0.16459074733096085	1124.0	2672.0	0.07115275052225106	0.16914604038741532
PHYSICS42	<END>	0.16437177280550774	1162.0	15797.0	0.07355827055770083	1.0
CS107	<END>	0.1641615089890952	3393.0	15797.0	0.21478761790213333	1.0
MATH20	HUMBIO2A	0.164021164021164	1701.0	1548.0	0.10767867316579097	0.09799328986516427
MATH41	CHEM35	0.1632420091324201	876.0	2092.0	0.05545356713299994	0.13243020826739255
CS107	CS108	0.16268788682581786	3393.0	943.0	0.21478761790213333	0.059694878774450844
PHYSICS42	CHEM35	0.16265060240963855	1162.0	2092.0	0.07355827055770083	0.13243020826739255
UAR56	CHEM33	0.162586315128688	1593.0	3118.0	0.10084193201240742	0.1973792492245363
MATH52	CS109	0.1624905087319666	1317.0	2672.0	0.08337026017598279	0.16914604038741532
CS142	CS221	0.16235864297253635	1238.0	1062.0	0.07836931062860036	0.06722795467493828
CHEM131	CHEM36	0.1622746185852982	1442.0	969.0	0.09128315502943597	0.06134076090396911
CHEM131	HUMBIO4A	0.1622746185852982	1442.0	1324.0	0.09128315502943597	0.08381338228777616
CHEM31X	CME102	0.16227018385291767	1251.0	1447.0	0.0791922516933595	0.09159967082357409
MATH20	MATH51	0.16225749559082892	1701.0	5086.0	0.10767867316579097	0.3219598657973033
CHEM36	PHYSICS24	0.16202270381836945	969.0	955.0	0.06134076090396911	0.060454516680382354
CS103	CS221	0.16179572160289243	3319.0	1062.0	0.21010318414888904	0.06722795467493828
ECON1	ECON102A	0.16149273447820345	3028.0	1589.0	0.19168196493005002	0.10058871937709692
ECON1B	CS106A	0.1612541993281075	893.0	7270.0	0.05652972083306957	0.4602139646768374
PHYSICS22	CHEM130	0.16109422492401215	987.0	1268.0	0.062480217762866365	0.08026840539342914
CHEM135	BIO44X	0.16106014271151886	981.0	1064.0	0.06210039880990061	0.06735456099259353
CS106B	<END>	0.16080703156212545	5006.0	15797.0	0.31689561309109326	1.0
HUMBIO2B	PHYSICS21	0.16052631578947368	1520.0	1140.0	0.09622080141799076	0.07216560106349307
MATH21	CME100	0.16044090630740968	1633.0	2153.0	0.10337405836551244	0.1362917009558777
MS&E472	CS107	0.16041108132260948	2238.0	3393.0	0.14167246945622586	0.21478761790213333
CHEM33	CS106A	0.1600384862091084	3118.0	7270.0	0.1973792492245363	0.4602139646768374
BIO41	PHYSICS41	0.15994236311239193	1388.0	3406.0	0.08786478445274419	0.21561055896689243
CS142	CS124	0.15993537964458804	1238.0	1046.0	0.07836931062860036	0.06621510413369627
CHEM31X	CHEM36	0.15987210231814547	1251.0	969.0	0.0791922516933595	0.06134076090396911
CS161	CS124	0.15979899497487438	1990.0	1046.0	0.12597328606697475	0.06621510413369627
HUMBIO2A	PHYSICS21	0.15956072351421188	1548.0	1140.0	0.09799328986516427	0.07216560106349307
CHEM131	HUMBIO4B	0.15950069348127602	1442.0	1299.0	0.09128315502943597	0.08223080331708552
CHEM35	PHYSICS21	0.15917782026768643	2092.0	1140.0	0.13243020826739255	0.07216560106349307
CS147	CS124	0.15862068965517243	870.0	1046.0	0.05507374818003418	0.06621510413369627
CHEM31B	MATH21	0.15826771653543306	2540.0	1633.0	0.16079002342216878	0.10337405836551244
MATH20	HUMBIO2B	0.15814226925338037	1701.0	1520.0	0.10767867316579097	0.09622080141799076
MATH52	PHYSICS43	0.15793470007593013	1317.0	3030.0	0.08337026017598279	0.19180857124770526
MED160	PHYSICS22	0.1577639751552795	805.0	987.0	0.05095904285623853	0.062480217762866365
CHEM35	PHYSICS22	0.1577437858508604	2092.0	987.0	0.13243020826739255	0.062480217762866365
CS142	CS147	0.15751211631663975	1238.0	870.0	0.07836931062860036	0.05507374818003418
HUMBIO2B	PHYSICS22	0.15723684210526315	1520.0	987.0	0.09622080141799076	0.062480217762866365
HUMBIO4B	CHEM135	0.15704387990762125	1299.0	981.0	0.08223080331708552	0.06210039880990061
BIO44X	STATS60	0.15695488721804512	1064.0	3270.0	0.06735456099259353	0.2070013293663354
ENGR14	PHYSICS45	0.15691672401927048	1453.0	1794.0	0.09197948977653984	0.11356586693676014
CS103	CS142	0.1566736968966556	3319.0	1238.0	0.21010318414888904	0.07836931062860036
MED160	PHYSICS21	0.1565217391304348	805.0	1140.0	0.05095904285623853	0.07216560106349307
CHEM31B	CHEM131	0.1562992125984252	2540.0	1442.0	0.16079002342216878	0.09128315502943597
PHYSICS46	CS106A	0.15621156211562115	813.0	7270.0	0.05146546812685953	0.4602139646768374
MATH21	CS106A	0.15615431720759337	1633.0	7270.0	0.10337405836551244	0.4602139646768374
PHYSICS45	ENGR30	0.15607580824972128	1794.0	833.0	0.11356586693676014	0.052731531303412044
MATH19	PSYCH1	0.15597569209993248	1481.0	3600.0	0.09375197822371337	0.2278913717794518
HUMBIO2A	PHYSICS22	0.15568475452196381	1548.0	987.0	0.09799328986516427	0.062480217762866365
CHEM131	PHYSICS43	0.1553398058252427	1442.0	3030.0	0.09128315502943597	0.19180857124770526
MATH53	MATH52	0.1552486187845304	1810.0	1317.0	0.11457871747800215	0.08337026017598279
CS1C	CS2C	0.15470588235294117	1700.0	862.0	0.10761537000696335	0.05456732290941318
<BEGIN>	CHEM31A	0.15452301069823385	15797.0	2894.0	1.0	0.18319934164714818
MED160	CHEM135	0.15403726708074533	805.0	981.0	0.05095904285623853	0.06210039880990061
CHEM35	CHEM36	0.15391969407265774	2092.0	969.0	0.13243020826739255	0.06134076090396911
CS124	CS142	0.15391969407265774	1046.0	1238.0	0.06621510413369627	0.07836931062860036
PSYCH1	CS106A	0.15361111111111111	3600.0	7270.0	0.2278913717794518	0.4602139646768374
HUMBIO4A	CHEM135	0.15332326283987915	1324.0	981.0	0.08381338228777616	0.06210039880990061
PHYSICS45	PHYSICS43	0.15328874024526198	1794.0	3030.0	0.11356586693676014	0.19180857124770526
PHYSICS42	CHEM33	0.153184165232358	1162.0	3118.0	0.07355827055770083	0.1973792492245363
CS1C	CHEM31B	0.15294117647058825	1700.0	2540.0	0.10761537000696335	0.16079002342216878
CS145	CS181W	0.1528117359413203	818.0	930.0	0.05178198392099766	0.058871937709691714
MED160	PHYSICS23	0.15279503105590062	805.0	1204.0	0.05095904285623853	0.0762170032284611
CS109	CS142	0.1523203592814371	2672.0	1238.0	0.16914604038741532	0.07836931062860036
UAR56	ECON1	0.15191462649089768	1593.0	3028.0	0.10084193201240742	0.19168196493005002
MATH52	<END>	0.15186028853454822	1317.0	15797.0	0.08337026017598279	1.0
PHYSICS21	BIO44X	0.15175438596491228	1140.0	1064.0	0.07216560106349307	0.06735456099259353
CHEM36	STATS60	0.15170278637770898	969.0	3270.0	0.06134076090396911	0.2070013293663354
PHYSICS45	CS106A	0.1516164994425864	1794.0	7270.0	0.11356586693676014	0.4602139646768374
BIO44X	PHYSICS22	0.1513157894736842	1064.0	987.0	0.06735456099259353	0.062480217762866365
ENGR40	CS161	0.15089820359281436	835.0	1990.0	0.052858137621067294	0.12597328606697475
CME102	CS106A	0.15065653075328264	1447.0	7270.0	0.09159967082357409	0.4602139646768374
CHEM130	BIO44X	0.15063091482649843	1268.0	1064.0	0.08026840539342914	0.06735456099259353
BIO42	PHYSICS43	0.1505016722408027	1196.0	3030.0	0.0757105779578401	0.19180857124770526
BIO44X	PHYSICS21	0.14943609022556392	1064.0	1140.0	0.06735456099259353	0.07216560106349307
MED160	PHYSICS24	0.14906832298136646	805.0	955.0	0.05095904285623853	0.060454516680382354
PHYSICS46	PHYSICS43	0.14883148831488316	813.0	3030.0	0.05146546812685953	0.19180857124770526
PHYSICS41	CS107	0.14856136230182032	3406.0	3393.0	0.21561055896689243	0.21478761790213333
ENGR40	ME203	0.14850299401197606	835.0	1017.0	0.052858137621067294	0.06437931252769513
CS103	<END>	0.14793612533895753	3319.0	15797.0	0.21010318414888904	1.0
MS&E472	CS106A	0.1478999106344951	2238.0	7270.0	0.14167246945622586	0.4602139646768374
PHYSICS46	<END>	0.14760147601476015	813.0	15797.0	0.05146546812685953	1.0
PHYSICS45	ME101	0.14715719063545152	1794.0	1336.0	0.11356586693676014	0.08457302019370766
MS&E472	CS103	0.14700625558534405	2238.0	3319.0	0.14167246945622586	0.21010318414888904
MATH20	<END>	0.14697236919459142	1701.0	15797.0	0.10767867316579097	1.0
ME101	ME110	0.1467065868263473	1336.0	1037.0	0.08457302019370766	0.06564537570424764
MATH41	HUMBIO2A	0.1461187214611872	876.0	1548.0	0.05545356713299994	0.09799328986516427
MATH51	PHYSICS41	0.1460872984663783	5086.0	3406.0	0.3219598657973033	0.21561055896689243
PSYCH50	PSYCH45	0.14603481624758222	1034.0	891.0	0.06545546622776477	0.05640311451541432
UAR56	HUMBIO2A	0.14563716258631512	1593.0	1548.0	0.10084193201240742	0.09799328986516427
ME110	ME101	0.14561234329797493	1037.0	1336.0	0.06564537570424764	0.08457302019370766
BIO42	PHYSICS22	0.1454849498327759	1196.0	987.0	0.0757105779578401	0.062480217762866365
PHYSICS45	CS106B	0.1454849498327759	1794.0	5006.0	0.11356586693676014	0.31689561309109326
PHYSICS45	ME203	0.1454849498327759	1794.0	1017.0	0.11356586693676014	0.06437931252769513
ENGR30	ENGR14	0.1452581032412965	833.0	1453.0	0.052731531303412044	0.09197948977653984
ECON102A	<END>	0.144745122718691	1589.0	15797.0	0.10058871937709692	1.0
MATH51	PHYSICS43	0.14471097129374755	5086.0	3030.0	0.3219598657973033	0.19180857124770526
BIO42	PHYSICS21	0.14464882943143811	1196.0	1140.0	0.0757105779578401	0.07216560106349307
MATH51	CHEM33	0.14451435312622887	5086.0	3118.0	0.3219598657973033	0.1973792492245363
CS106B	CS110	0.14382740711146624	5006.0	1927.0	0.31689561309109326	0.12198518706083433
POLISCI1	STATS60	0.1437908496732026	918.0	3270.0	0.05811229980376021	0.2070013293663354
PHYSICS45	ME103D	0.14325529542920848	1794.0	960.0	0.11356586693676014	0.06077103247452048
CS108	CS221	0.14316012725344646	943.0	1062.0	0.059694878774450844	0.06722795467493828
MATH53	PHYSICS43	0.1430939226519337	1810.0	3030.0	0.11457871747800215	0.19180857124770526
CS1C	PSYCH1	0.14294117647058824	1700.0	3600.0	0.10761537000696335	0.2278913717794518
MATH20	HUMBIO3A	0.14285714285714285	1701.0	1369.0	0.10767867316579097	0.0866620244350193
ME110	PHYSICS45	0.14271938283510124	1037.0	1794.0	0.06564537570424764	0.11356586693676014
ENGR40	ME103D	0.14251497005988023	835.0	960.0	0.052858137621067294	0.06077103247452048
CS181W	CS142	0.14193548387096774	930.0	1238.0	0.058871937709691714	0.07836931062860036
PHYSICS43	ENGR14	0.1419141914191419	3030.0	1453.0	0.19180857124770526	0.09197948977653984
UAR56	CS106B	0.1418706842435656	1593.0	5006.0	0.10084193201240742	0.31689561309109326
MATH41	HUMBIO2B	0.1415525114155251	876.0	1520.0	0.05545356713299994	0.09622080141799076
PHYSICS41	CS103	0.14151497357604229	3406.0	3319.0	0.21561055896689243	0.21010318414888904
ME101	PHYSICS45	0.14146706586826346	1336.0	1794.0	0.08457302019370766	0.11356586693676014
UAR56	HUMBIO2B	0.14124293785310735	1593.0	1520.0	0.10084193201240742	0.09622080141799076
HUMBIO3B	HUMBIO197	0.14116777531411678	1353.0	886.0	0.0856491738937773	0.05608659872127619
CHEM31A	PHYSICS41	0.1409813407049067	2894.0	3406.0	0.18319934164714818	0.21561055896689243
ECON1A	CS106B	0.14089775561097256	1604.0	5006.0	0.1015382667595113	0.31689561309109326
CS106A	MATH51	0.14085281980742778	7270.0	5086.0	0.4602139646768374	0.3219598657973033
MATH20	HUMBIO3B	0.1405055849500294	1701.0	1353.0	0.10767867316579097	0.0856491738937773
BIO41	PHYSICS43	0.14048991354466858	1388.0	3030.0	0.08786478445274419	0.19180857124770526
PHYSICS44	BIO41	0.1404494382022472	890.0	1388.0	0.056339811356586694	0.08786478445274419
CS2C	CS106B	0.14037122969837587	862.0	5006.0	0.05456732290941318	0.31689561309109326
PHYSICS21	CHEM130	0.14035087719298245	1140.0	1268.0	0.07216560106349307	0.08026840539342914
PHYSICS44	CS106A	0.1393258426966292	890.0	7270.0	0.056339811356586694	0.4602139646768374
CS161	CS145	0.13919597989949747	1990.0	818.0	0.12597328606697475	0.05178198392099766
ECON1	<END>	0.13903566710700133	3028.0	15797.0	0.19168196493005002	1.0
MATH21	HUMBIO2A	0.13900796080832822	1633.0	1548.0	0.10337405836551244	0.09799328986516427
CS142	CS109	0.13893376413570274	1238.0	2672.0	0.07836931062860036	0.16914604038741532
CHEM135	HUMBIO197	0.13863404689092762	981.0	886.0	0.06210039880990061	0.05608659872127619
MATH42	CME100	0.13811659192825113	1115.0	2153.0	0.07058302209280243	0.1362917009558777
CS147	CS108	0.13793103448275862	870.0	943.0	0.05507374818003418	0.059694878774450844
ENGR40	ME80	0.1377245508982036	835.0	935.0	0.052858137621067294	0.05918845350382984
HUMBIO4A	<END>	0.13746223564954682	1324.0	15797.0	0.08381338228777616	1.0
HUMBIO4B	STATS60	0.13702848344880678	1299.0	3270.0	0.08223080331708552	0.2070013293663354
CME100	PHYSICS45	0.13701811425917323	2153.0	1794.0	0.1362917009558777	0.11356586693676014
CS108	CS181W	0.13679745493107104	943.0	930.0	0.059694878774450844	0.058871937709691714
<BEGIN>	CHEM31B	0.13667151990884346	15797.0	2540.0	1.0	0.16079002342216878
HUMBIO3A	HUMBIO197	0.13659605551497445	1369.0	886.0	0.0866620244350193	0.05608659872127619
CHEM135	PHYSICS24	0.1365953109072375	981.0	955.0	0.06210039880990061	0.060454516680382354
PHYSICS46	PHYSICS42	0.13653136531365315	813.0	1162.0	0.05146546812685953	0.07355827055770083
CHEM130	PHYSICS43	0.13643533123028392	1268.0	3030.0	0.08026840539342914	0.19180857124770526
CHEM35	PHYSICS43	0.13623326959847037	2092.0	3030.0	0.13243020826739255	0.19180857124770526
UAR56	PHYSICS41	0.13559322033898305	1593.0	3406.0	0.10084193201240742	0.21561055896689243
MED160	BIO44X	0.13540372670807455	805.0	1064.0	0.05095904285623853	0.06735456099259353
CS109	CS145	0.13510479041916168	2672.0	818.0	0.16914604038741532	0.05178198392099766
ENGR14	<END>	0.1348933241569167	1453.0	15797.0	0.09197948977653984	1.0
CS106A	PHYSICS41	0.13480055020632736	7270.0	3406.0	0.4602139646768374	0.21561055896689243
CHEM35	MED160	0.13479923518164436	2092.0	805.0	0.13243020826739255	0.05095904285623853
MATH21	HUMBIO2B	0.13472137170851195	1633.0	1520.0	0.10337405836551244	0.09622080141799076
MATH42	HUMBIO2A	0.13452914798206278	1115.0	1548.0	0.07058302209280243	0.09799328986516427
MATH42	PHYSICS43	0.13452914798206278	1115.0	3030.0	0.07058302209280243	0.19180857124770526
HUMBIO4A	STATS60	0.13444108761329304	1324.0	3270.0	0.08381338228777616	0.2070013293663354
BIO44X	HUMBIO197	0.13439849624060152	1064.0	886.0	0.06735456099259353	0.05608659872127619
ENGR40	CS110	0.1341317365269461	835.0	1927.0	0.052858137621067294	0.12198518706083433
CS110	CS181W	0.13388687078360145	1927.0	930.0	0.12198518706083433	0.058871937709691714
CS124	CS145	0.1338432122370937	1046.0	818.0	0.06621510413369627	0.05178198392099766
PHYSICS45	<END>	0.13377926421404682	1794.0	15797.0	0.11356586693676014	1.0
ENGR14	PHYSICS43	0.13351686166551963	1453.0	3030.0	0.09197948977653984	0.19180857124770526
CS110	CS108	0.1333679294239751	1927.0	943.0	0.12198518706083433	0.059694878774450844
CME100	ENGR14	0.13330236878773805	2153.0	1453.0	0.1362917009558777	0.09197948977653984
ENGR40	CS109	0.13293413173652693	835.0	2672.0	0.052858137621067294	0.16914604038741532
MED160	HUMBIO4B	0.13291925465838508	805.0	1299.0	0.05095904285623853	0.08223080331708552
PHYSICS46	PHYSICS44	0.13284132841328414	813.0	890.0	0.05146546812685953	0.056339811356586694
CS221	CS110	0.1327683615819209	1062.0	1927.0	0.06722795467493828	0.12198518706083433
CME102	<END>	0.1326883206634416	1447.0	15797.0	0.09159967082357409	1.0
CME102	CHEM35	0.1326883206634416	1447.0	2092.0	0.09159967082357409	0.13243020826739255
PHYSICS44	BIO42	0.13258426966292136	890.0	1196.0	0.056339811356586694	0.0757105779578401
CS1C	ECON1	0.1323529411764706	1700.0	3028.0	0.10761537000696335	0.19168196493005002
CS181W	CS110	0.13225806451612904	930.0	1927.0	0.058871937709691714	0.12198518706083433
CHEM31X	PHYSICS42	0.13189448441247004	1251.0	1162.0	0.0791922516933595	0.07355827055770083
MATH19	PSYC135	0.13166779203241052	1481.0	2621.0	0.09375197822371337	0.16591757928720643
HUMBIO4B	<END>	0.13163972286374134	1299.0	15797.0	0.08223080331708552	1.0
CHEM135	PHYSICS23	0.13149847094801223	981.0	1204.0	0.06210039880990061	0.0762170032284611
CS107	CS221	0.13144709696433834	3393.0	1062.0	0.21478761790213333	0.06722795467493828
MATH42	BIO41	0.13094170403587443	1115.0	1388.0	0.07058302209280243	0.08786478445274419
PHYSICS43	CS103	0.1306930693069307	3030.0	3319.0	0.19180857124770526	0.21010318414888904
CS106A	PHYSICS43	0.13067400275103164	7270.0	3030.0	0.4602139646768374	0.19180857124770526
PHYSICS41	<END>	0.13065179095713447	3406.0	15797.0	0.21561055896689243	1.0
BIO44X	CHEM131	0.13063909774436092	1064.0	1442.0	0.06735456099259353	0.09128315502943597
CS1C	MATH20	0.13058823529411764	1700.0	1701.0	0.10761537000696335	0.10767867316579097
MATH21	HUMBIO3A	0.13043478260869565	1633.0	1369.0	0.10337405836551244	0.0866620244350193
MED160	HUMBIO4A	0.13043478260869565	805.0	1324.0	0.05095904285623853	0.08381338228777616
PHYSICS44	CS106B	0.1303370786516854	890.0	5006.0	0.056339811356586694	0.31689561309109326
CS106A	<END>	0.13012379642365887	7270.0	15797.0	0.4602139646768374	1.0
MATH42	HUMBIO2B	0.13004484304932734	1115.0	1520.0	0.07058302209280243	0.09622080141799076
<BEGIN>	PHYSICS41	0.13002468823194277	15797.0	3406.0	1.0	0.21561055896689243
PHYSICS24	STATS60	0.12984293193717278	955.0	3270.0	0.060454516680382354	0.2070013293663354
BIO41	CS106A	0.12968299711815562	1388.0	7270.0	0.08786478445274419	0.4602139646768374
CHEM33	CHEM130	0.12957023733162285	3118.0	1268.0	0.1973792492245363	0.08026840539342914
PHYSICS46	BIO42	0.12915129151291513	813.0	1196.0	0.05146546812685953	0.0757105779578401
MS&E472	MATH51	0.1291331546023235	2238.0	5086.0	0.14167246945622586	0.3219598657973033
MATH53	CS109	0.1287292817679558	1810.0	2672.0	0.11457871747800215	0.16914604038741532
CS161	CS181W	0.12864321608040202	1990.0	930.0	0.12597328606697475	0.058871937709691714
BIO42	CHEM36	0.12792642140468227	1196.0	969.0	0.0757105779578401	0.06134076090396911
MATH51	CS109	0.12780180888714118	5086.0	2672.0	0.3219598657973033	0.16914604038741532
PHYSICS24	CHEM130	0.12774869109947645	955.0	1268.0	0.060454516680382354	0.08026840539342914
BIO41	PHYSICS22	0.12752161383285301	1388.0	987.0	0.08786478445274419	0.062480217762866365
PHYSICS43	PHYSICS46	0.12739273927392739	3030.0	813.0	0.19180857124770526	0.05146546812685953
CME102	CS109	0.1271596406357982	1447.0	2672.0	0.09159967082357409	0.16914604038741532
CS124	CS110	0.12715105162523901	1046.0	1927.0	0.06621510413369627	0.12198518706083433
CHEM31X	CS103	0.12709832134292565	1251.0	3319.0	0.0791922516933595	0.21010318414888904
MATH21	HUMBIO3B	0.1267605633802817	1633.0	1353.0	0.10337405836551244	0.0856491738937773
CS1C	PHYSICS43	0.1264705882352941	1700.0	3030.0	0.10761537000696335	0.19180857124770526
PSYCH80	PSYCH45	0.12629161882893225	871.0	891.0	0.055137051338861806	0.05640311451541432
BIO42	CHEM131	0.1262541806020067	1196.0	1442.0	0.0757105779578401	0.09128315502943597
<BEGIN>	ECON1	0.12622649870228525	15797.0	3028.0	1.0	0.19168196493005002
CS161	CS142	0.12613065326633166	1990.0	1238.0	0.12597328606697475	0.07836931062860036
<BEGIN>	PSYCH1	0.12609989238462999	15797.0	3600.0	1.0	0.2278913717794518
BIO41	PHYSICS21	0.1260806916426513	1388.0	1140.0	0.08786478445274419	0.07216560106349307
STS1	MS&E180	0.12599318955732122	881.0	1010.0	0.055770082927138066	0.06393619041590175
PHYSICS44	CHEM35	0.1258426966292135	890.0	2092.0	0.056339811356586694	0.13243020826739255
PHYSICS42	BIO41	0.12564543889845095	1162.0	1388.0	0.07355827055770083	0.08786478445274419
MATH42	CS103	0.12556053811659193	1115.0	3319.0	0.07058302209280243	0.21010318414888904
PSYCH1	<END>	0.12555555555555556	3600.0	15797.0	0.2278913717794518	1.0
ECON50	<END>	0.12546517809675706	1881.0	15797.0	0.11907324175476357	1.0
CS103	CS108	0.1253389575173245	3319.0	943.0	0.21010318414888904	0.059694878774450844
CHEM35	PHYSICS41	0.12523900573613767	2092.0	3406.0	0.13243020826739255	0.21561055896689243
CHEM36	PHYSICS41	0.12487100103199174	969.0	3406.0	0.06134076090396911	0.21561055896689243
MATH53	CS106A	0.12486187845303867	1810.0	7270.0	0.11457871747800215	0.4602139646768374
MATH51	CHEM35	0.12465591820684231	5086.0	2092.0	0.3219598657973033	0.13243020826739255
MATH21	CHEM35	0.12431108389467238	1633.0	2092.0	0.10337405836551244	0.13243020826739255
CHEM131	STATS60	0.12413314840499307	1442.0	3270.0	0.09128315502943597	0.2070013293663354
