# prerequisite	course	score	count_prereq	count_course	p_prereq	p_course
CS103	CS161	0.32178366978005424	3319.0	1990.0	0.21010318414888904	0.12597328606697475
ENGLISH90	<END>	0.3192883895131086	1068.0	15797.0	0.06760777362790403	1.0
PHYSICS42	PHYSICS45	0.31841652323580033	1162.0	1794.0	0.07355827055770083	0.11356586693676014
CHEM35	CHEM130	0.3178776290630975	2092.0	1268.0	0.13243020826739255	0.08026840539342914
ECON102B	ECON52	0.31665062560153995	1039.0	851.0	0.06577198202190289	0.0538709881623093
PSYCH45	<END>	0.3164983164983165	891.0	15797.0	0.05640311451541432	1.0
MATH41	MATH51	0.3139269406392694	876.0	5086.0	0.05545356713299994	0.3219598657973033
ENGR30	ME203	0.3133253301320528	833.0	1017.0	0.052731531303412044	0.06437931252769513
PHYSICS24	<END>	0.31308900523560207	955.0	15797.0	0.060454516680382354	1.0
CHEM31X	BIO41	0.31254996003197444	1251.0	1388.0	0.0791922516933595	0.08786478445274419
CS147	<END>	0.30919540229885056	870.0	15797.0	0.05507374818003418	1.0
DANCE46	<END>	0.30749014454664914	1522.0	15797.0	0.09634740773564601	1.0
MATH41	CS106A	0.3059360730593607	876.0	7270.0	0.05545356713299994	0.4602139646768374
ME80	ME203	0.3048128342245989	935.0	1017.0	0.05918845350382984	0.06437931252769513
CHEM131	CHEM135	0.3044382801664355	1442.0	981.0	0.09128315502943597	0.06210039880990061
CHEM36	BIO44X	0.30340557275541796	969.0	1064.0	0.06134076090396911	0.06735456099259353
MED160	<END>	0.3031055900621118	805.0	15797.0	0.05095904285623853	1.0
CS142	<END>	0.30129240710823907	1238.0	15797.0	0.07836931062860036	1.0
ENGR30	ME103D	0.30012004801920766	833.0	960.0	0.052731531303412044	0.06077103247452048
CS108	CS161	0.2990455991516437	943.0	1990.0	0.059694878774450844	0.12597328606697475
CS1C	CS106A	0.2964705882352941	1700.0	7270.0	0.10761537000696335	0.4602139646768374
PSYCH30	<END>	0.2963362068965517	928.0	15797.0	0.058745331392036464	1.0
ECON1B	ECON102A	0.2933930571108623	893.0	1589.0	0.05652972083306957	0.10058871937709692
CHEM36	BIO42	0.2930856553147575	969.0	1196.0	0.06134076090396911	0.0757105779578401
BIO41	BIO44X	0.29250720461095103	1388.0	1064.0	0.08786478445274419	0.06735456099259353
STS1	<END>	0.2917139614074915	881.0	15797.0	0.055770082927138066	1.0
CME100	PHYSICS43	0.2898281467719461	2153.0	3030.0	0.1362917009558777	0.19180857124770526
CHEM130	<END>	0.2894321766561514	1268.0	15797.0	0.08026840539342914	1.0
<BEGIN>	CS106A	0.289042223206938	15797.0	7270.0	1.0	0.4602139646768374
CS145	CS124	0.2885085574572127	818.0	1046.0	0.05178198392099766	0.06621510413369627
CS103	CS107	0.28833986140403733	3319.0	3393.0	0.21010318414888904	0.21478761790213333
CHEM31A	CHEM35	0.2874913614374568	2894.0	2092.0	0.18319934164714818	0.13243020826739255
CHEM36	CHEM135	0.28586171310629516	969.0	981.0	0.06134076090396911	0.06210039880990061
CS142	CS161	0.2851373182552504	1238.0	1990.0	0.07836931062860036	0.12597328606697475
ME80	ME103D	0.28342245989304815	935.0	960.0	0.05918845350382984	0.06077103247452048
CS147	CS161	0.2827586206896552	870.0	1990.0	0.05507374818003418	0.12597328606697475
CHEM131	CHEM130	0.28224687933425796	1442.0	1268.0	0.09128315502943597	0.08026840539342914
CS103	CS110	0.28050617655920457	3319.0	1927.0	0.21010318414888904	0.12198518706083433
STATS60	<END>	0.2798165137614679	3270.0	15797.0	0.2070013293663354	1.0
ENGR40M	<END>	0.2793594306049822	1124.0	15797.0	0.07115275052225106	1.0
PHYSICS43	PHYSICS45	0.27920792079207923	3030.0	1794.0	0.19180857124770526	0.11356586693676014
ENGR14	ME103D	0.27873365450791465	1453.0	960.0	0.09197948977653984	0.06077103247452048
CHEM33	BIO42	0.27870429762668375	3118.0	1196.0	0.1973792492245363	0.0757105779578401
ECON1A	ECON50	0.27805486284289277	1604.0	1881.0	0.1015382667595113	0.11907324175476357
ENGR14	ME203	0.27735719201651754	1453.0	1017.0	0.09197948977653984	0.06437931252769513
PSYC135	<END>	0.2747043113315528	2621.0	15797.0	0.16591757928720643	1.0
CS107	CS161	0.27379899793692897	3393.0	1990.0	0.21478761790213333	0.12597328606697475
ECON102A	ECON52	0.2737570799244808	1589.0	851.0	0.10058871937709692	0.0538709881623093
CHEM31X	MATH51	0.27258193445243806	1251.0	5086.0	0.0791922516933595	0.3219598657973033
CS108	CS142	0.271474019088017	943.0	1238.0	0.059694878774450844	0.07836931062860036
ECON1A	MATH51	0.2699501246882793	1604.0	5086.0	0.1015382667595113	0.3219598657973033
UAR56	CS106A	0.2699309478970496	1593.0	7270.0	0.10084193201240742	0.4602139646768374
ECON1B	ECON51	0.2687569988801792	893.0	1273.0	0.05652972083306957	0.08058492118756726
ECON1	ECON50	0.2675033025099075	3028.0	1881.0	0.19168196493005002	0.11907324175476357
CME100	PHYSICS41	0.26614026939154667	2153.0	3406.0	0.1362917009558777	0.21561055896689243
CME100	CS106B	0.2656758012076173	2153.0	5006.0	0.1362917009558777	0.31689561309109326
BIO44X	CHEM130	0.2650375939849624	1064.0	1268.0	0.06735456099259353	0.08026840539342914
CS110	CS109	0.26466009340944474	1927.0	2672.0	0.12198518706083433	0.16914604038741532
CHEM31B	HUMBIO2A	0.2641732283464567	2540.0	1548.0	0.16079002342216878	0.09799328986516427
CHEM33	CHEM131	0.2610647851186658	3118.0	1442.0	0.1973792492245363	0.09128315502943597
<BEGIN>	MATH51	0.26030258909919607	15797.0	5086.0	1.0	0.3219598657973033
ME203	<END>	0.25958702064896755	1017.0	15797.0	0.06437931252769513	1.0
CHEM130	CHEM135	0.2586750788643533	1268.0	981.0	0.08026840539342914	0.06210039880990061
MATH42	CHEM33	0.25829596412556055	1115.0	3118.0	0.07058302209280243	0.1973792492245363
BIO44X	CHEM135	0.2575187969924812	1064.0	981.0	0.06735456099259353	0.06210039880990061
MATH41	CHEM31B	0.2545662100456621	876.0	2540.0	0.05545356713299994	0.16079002342216878
ECON102B	<END>	0.25409047160731474	1039.0	15797.0	0.06577198202190289	1.0
MATH42	CS106A	0.2538116591928251	1115.0	7270.0	0.07058302209280243	0.4602139646768374
CHEM31X	PHYSICS41	0.25259792166266987	1251.0	3406.0	0.0791922516933595	0.21561055896689243
CHEM31B	HUMBIO2B	0.25236220472440946	2540.0	1520.0	0.16079002342216878	0.09622080141799076
CS145	CS161	0.25183374083129584	818.0	1990.0	0.05178198392099766	0.12597328606697475
CS108	CS109	0.2513255567338282	943.0	2672.0	0.059694878774450844	0.16914604038741532
MATH41	CHEM33	0.25	876.0	3118.0	0.05545356713299994	0.1973792492245363
ME101	ME80	0.25	1336.0	935.0	0.08457302019370766	0.05918845350382984
SPANLANG3	<END>	0.25	1552.0	15797.0	0.09824650250047477	1.0
MATH52	CS103	0.2498101746393318	1317.0	3319.0	0.08337026017598279	0.21010318414888904
CS108	CS110	0.2492046659597031	943.0	1927.0	0.059694878774450844	0.12198518706083433
CHEM31A	HUMBIO2A	0.24740843123704215	2894.0	1548.0	0.18319934164714818	0.09799328986516427
CHEM31X	CS106B	0.24700239808153476	1251.0	5006.0	0.0791922516933595	0.31689561309109326
BIO41	CHEM130	0.24639769452449567	1388.0	1268.0	0.08786478445274419	0.08026840539342914
CHEM31B	HUMBIO3A	0.24566929133858267	2540.0	1369.0	0.16079002342216878	0.0866620244350193
PHYSICS42	PHYSICS46	0.24182444061962136	1162.0	813.0	0.07355827055770083	0.05146546812685953
PHYSICS41	PHYSICS45	0.24163241338813857	3406.0	1794.0	0.21561055896689243	0.11356586693676014
PHYSICS21	<END>	0.2412280701754386	1140.0	15797.0	0.07216560106349307	1.0
CHEM31A	CS106A	0.24084312370421562	2894.0	7270.0	0.18319934164714818	0.4602139646768374
CS147	CS109	0.24022988505747125	870.0	2672.0	0.05507374818003418	0.16914604038741532
PHYSICS22	<END>	0.24012158054711247	987.0	15797.0	0.062480217762866365	1.0
ECON51	ECON102B	0.23959151610369206	1273.0	1039.0	0.08058492118756726	0.06577198202190289
ME101	ENGR14	0.23877245508982037	1336.0	1453.0	0.08457302019370766	0.09197948977653984
CHEM31B	HUMBIO3B	0.23858267716535433	2540.0	1353.0	0.16079002342216878	0.0856491738937773
EARTHSYS10	<END>	0.23809523809523808	966.0	15797.0	0.06115085142748623	1.0
CHEM31A	HUMBIO2B	0.2373876986869385	2894.0	1520.0	0.18319934164714818	0.09622080141799076
CS221	CS124	0.23728813559322035	1062.0	1046.0	0.06722795467493828	0.06621510413369627
CS221	CS161	0.23728813559322035	1062.0	1990.0	0.06722795467493828	0.12597328606697475
CHEM135	CHEM130	0.23649337410805302	981.0	1268.0	0.06210039880990061	0.08026840539342914
ECON51	<END>	0.2356637863315004	1273.0	15797.0	0.08058492118756726	1.0
CS106B	CS109	0.23252097483020376	5006.0	2672.0	0.31689561309109326	0.16914604038741532
BIO44X	<END>	0.22838345864661655	1064.0	15797.0	0.06735456099259353	1.0
CHEM131	PHYSICS23	0.2274618585298197	1442.0	1204.0	0.09128315502943597	0.0762170032284611
CS1C	CS106B	0.22705882352941176	1700.0	5006.0	0.10761537000696335	0.31689561309109326
BIO42	CHEM135	0.2265886287625418	1196.0	981.0	0.0757105779578401	0.06210039880990061
MATH51	MATH53	0.22630751081399922	5086.0	1810.0	0.3219598657973033	0.11457871747800215
CHEM135	<END>	0.22629969418960244	981.0	15797.0	0.06210039880990061	1.0
CS109	CS110	0.2256736526946108	2672.0	1927.0	0.16914604038741532	0.12198518706083433
UAR56	PSYC135	0.2253609541745135	1593.0	2621.0	0.10084193201240742	0.16591757928720643
SPANLANG2	<END>	0.22524977293369663	1101.0	15797.0	0.06969677786921567	1.0
MATH19	CHEM31B	0.22484807562457798	1481.0	2540.0	0.09375197822371337	0.16079002342216878
MS&E472	<END>	0.22475424486148346	2238.0	15797.0	0.14167246945622586	1.0
MATH20	CHEM33	0.22457378012933568	1701.0	3118.0	0.10767867316579097	0.1973792492245363
CS109	CS221	0.22417664670658682	2672.0	1062.0	0.16914604038741532	0.06722795467493828
ECON1A	CS106A	0.2238154613466334	1604.0	7270.0	0.1015382667595113	0.4602139646768374
ENGR14	ME101	0.2236751548520303	1453.0	1336.0	0.09197948977653984	0.08457302019370766
CS110	<END>	0.22366372599896212	1927.0	15797.0	0.12198518706083433	1.0
ENGR30	ME101	0.22328931572629052	833.0	1336.0	0.052731531303412044	0.08457302019370766
CHEM131	PHYSICS24	0.22122052704576978	1442.0	955.0	0.09128315502943597	0.060454516680382354
POLISCI1	<END>	0.22113289760348584	918.0	15797.0	0.05811229980376021	1.0
ECON102A	ECON50	0.2208936438011328	1589.0	1881.0	0.10058871937709692	0.11907324175476357
CHEM31B	BIO41	0.22086614173228347	2540.0	1388.0	0.16079002342216878	0.08786478445274419
CS147	CS142	0.2206896551724138	870.0	1238.0	0.05507374818003418	0.07836931062860036
PHYSICS22	CHEM135	0.2198581560283688	987.0	981.0	0.062480217762866365	0.06210039880990061
CHEM33	HUMBIO2A	0.2190506735086594	3118.0	1548.0	0.1973792492245363	0.09799328986516427
CHEM35	HUMBIO3A	0.21892925430210325	2092.0	1369.0	0.13243020826739255	0.0866620244350193
CS1C	MATH51	0.2188235294117647	1700.0	5086.0	0.10761537000696335	0.3219598657973033
MS&E472	CS106B	0.21849865951742628	2238.0	5006.0	0.14167246945622586	0.31689561309109326
CS110	CS221	0.2184743124026985	1927.0	1062.0	0.12198518706083433	0.06722795467493828
MATH51	ECON50	0.21824616594573337	5086.0	1881.0	0.3219598657973033	0.11907324175476357
CS109	<END>	0.21781437125748504	2672.0	15797.0	0.16914604038741532	1.0
ME103D	<END>	0.21770833333333334	960.0	15797.0	0.06077103247452048	1.0
ECON52	<END>	0.21621621621621623	851.0	15797.0	0.0538709881623093	1.0
ECON1B	ECON102B	0.21612541993281076	893.0	1039.0	0.05652972083306957	0.06577198202190289
MATH51	CS106A	0.21529689343295322	5086.0	7270.0	0.3219598657973033	0.4602139646768374
CS161	CS221	0.21457286432160805	1990.0	1062.0	0.12597328606697475	0.06722795467493828
PHYSICS41	ENGR14	0.2143276570757487	3406.0	1453.0	0.21561055896689243	0.09197948977653984
MATH21	MATH51	0.21249234537660747	1633.0	5086.0	0.10337405836551244	0.3219598657973033
CHEM35	HUMBIO4A	0.21223709369024857	2092.0	1324.0	0.13243020826739255	0.08381338228777616
CS124	CS161	0.21223709369024857	1046.0	1990.0	0.06621510413369627	0.12597328606697475
CHEM35	HUMBIO3B	0.21080305927342255	2092.0	1353.0	0.13243020826739255	0.0856491738937773
CHEM35	BIO44X	0.21032504780114722	2092.0	1064.0	0.13243020826739255	0.06735456099259353
MATH51	CS106B	0.21018482107746755	5086.0	5006.0	0.3219598657973033	0.31689561309109326
ME110	ME203	0.20925747348119575	1037.0	1017.0	0.06564537570424764	0.06437931252769513
CHEM33	HUMBIO2B	0.20878768441308532	3118.0	1520.0	0.1973792492245363	0.09622080141799076
CME102	CS106B	0.20870767104353835	1447.0	5006.0	0.09159967082357409	0.31689561309109326
MATH51	CS103	0.20743216673220605	5086.0	3319.0	0.3219598657973033	0.21010318414888904
ME110	<END>	0.2073288331726133	1037.0	15797.0	0.06564537570424764	1.0
ECON1B	ECON52	0.20716685330347145	893.0	851.0	0.05652972083306957	0.0538709881623093
CHEM33	HUMBIO3A	0.20686337395766516	3118.0	1369.0	0.1973792492245363	0.0866620244350193
ME110	ME103D	0.2063645130183221	1037.0	960.0	0.06564537570424764	0.06077103247452048
CS109	CS124	0.2058383233532934	2672.0	1046.0	0.16914604038741532	0.06621510413369627
MATH52	CS107	0.20577069096431283	1317.0	3393.0	0.08337026017598279	0.21478761790213333
CS106A	CS107	0.2046767537826685	7270.0	3393.0	0.4602139646768374	0.21478761790213333
BIO44X	PHYSICS24	0.20394736842105263	1064.0	955.0	0.06735456099259353	0.060454516680382354
CHEM35	HUMBIO4B	0.20363288718929254	2092.0	1299.0	0.13243020826739255	0.08223080331708552
CS110	CS124	0.20290607161390764	1927.0	1046.0	0.12198518706083433	0.06621510413369627
CHEM31B	CS106A	0.20275590551181102	2540.0	7270.0	0.16079002342216878	0.4602139646768374
MATH41	PHYSICS41	0.2009132420091324	876.0	3406.0	0.05545356713299994	0.21561055896689243
UAR56	MATH20	0.19962335216572505	1593.0	1701.0	0.10084193201240742	0.10767867316579097
BIO44X	PHYSICS23	0.19924812030075187	1064.0	1204.0	0.06735456099259353	0.0762170032284611
CME100	CS106A	0.19879238272178357	2153.0	7270.0	0.1362917009558777	0.4602139646768374
ECON52	ECON102B	0.19858989424206816	851.0	1039.0	0.0538709881623093	0.06577198202190289
MATH51	CS107	0.19760125835627212	5086.0	3393.0	0.3219598657973033	0.21478761790213333
CHEM33	HUMBIO3B	0.19692110327132778	3118.0	1353.0	0.1973792492245363	0.0856491738937773
CS110	CS142	0.19408406850025947	1927.0	1238.0	0.12198518706083433	0.07836931062860036
ME110	ENGR14	0.19382835101253615	1037.0	1453.0	0.06564537570424764	0.09197948977653984
MATH19	CS106A	0.1937879810938555	1481.0	7270.0	0.09375197822371337	0.4602139646768374
ECON1	MATH51	0.19352708058124174	3028.0	5086.0	0.19168196493005002	0.3219598657973033
CHEM31X	PHYSICS43	0.19344524380495604	1251.0	3030.0	0.0791922516933595	0.19180857124770526
MATH53	CS103	0.19281767955801105	1810.0	3319.0	0.11457871747800215	0.21010318414888904
PHYSICS21	CHEM135	0.19210526315789472	1140.0	981.0	0.07216560106349307	0.06210039880990061
ENGR14	ENGR30	0.19201651754989676	1453.0	833.0	0.09197948977653984	0.052731531303412044
CHEM31A	BIO41	0.19143054595715273	2894.0	1388.0	0.18319934164714818	0.08786478445274419
CS181W	CS161	0.1913978494623656	930.0	1990.0	0.058871937709691714	0.12597328606697475
CS147	CS110	0.19080459770114944	870.0	1927.0	0.05507374818003418	0.12198518706083433
ECON102B	ECON51	0.19056785370548604	1039.0	1273.0	0.06577198202190289	0.08058492118756726
BIO42	CHEM130	0.18979933110367894	1196.0	1268.0	0.0757105779578401	0.08026840539342914
PHYSICS43	<END>	0.18976897689768976	3030.0	15797.0	0.19180857124770526	1.0
CME100	CS107	0.18950301904319555	2153.0	3393.0	0.1362917009558777	0.21478761790213333
CHEM31B	BIO42	0.1893700787401575	2540.0	1196.0	0.16079002342216878	0.0757105779578401
PHYSICS42	CS106B	0.1884681583476764	1162.0	5006.0	0.07355827055770083	0.31689561309109326
CS142	CS110	0.18820678513731826	1238.0	1927.0	0.07836931062860036	0.12198518706083433
CS106A	CS103	0.18803301237964237	7270.0	3319.0	0.4602139646768374	0.21010318414888904
CHEM131	BIO44X	0.18793342579750347	1442.0	1064.0	0.09128315502943597	0.06735456099259353
HUMBIO2B	CHEM131	0.1875	1520.0	1442.0	0.09622080141799076	0.09128315502943597
UAR56	CHEM31B	0.1864406779661017	1593.0	2540.0	0.10084193201240742	0.16079002342216878
CS107	CS142	0.18597111700559976	3393.0	1238.0	0.21478761790213333	0.07836931062860036
ECON1A	ECON102A	0.185785536159601	1604.0	1589.0	0.1015382667595113	0.10058871937709692
MATH42	CHEM35	0.18565022421524663	1115.0	2092.0	0.07058302209280243	0.13243020826739255
HUMBIO4B	PHYSICS21	0.1855273287143957	1299.0	1140.0	0.08223080331708552	0.07216560106349307
CME102	CS107	0.1852107809260539	1447.0	3393.0	0.09159967082357409	0.21478761790213333
CHEM33	HUMBIO4A	0.18505452212957024	3118.0	1324.0	0.1973792492245363	0.08381338228777616
CS1C	CHEM33	0.18470588235294116	1700.0	3118.0	0.10761537000696335	0.1973792492245363
MATH53	CS106B	0.18453038674033148	1810.0	5006.0	0.11457871747800215	0.31689561309109326
MATH52	CS106B	0.1845102505694761	1317.0	5006.0	0.08337026017598279	0.31689561309109326
HUMBIO4A	PHYSICS21	0.18429003021148035	1324.0	1140.0	0.08381338228777616	0.07216560106349307
PHYSICS42	CS106A	0.18416523235800344	1162.0	7270.0	0.07355827055770083	0.4602139646768374
PHYSICS42	ENGR14	0.18416523235800344	1162.0	1453.0	0.07355827055770083	0.09197948977653984
CHEM36	PHYSICS21	0.18369453044375644	969.0	1140.0	0.06134076090396911	0.07216560106349307
MATH19	CHEM33	0.1836596893990547	1481.0	3118.0	0.09375197822371337	0.1973792492245363
HUMBIO2A	CHEM131	0.1834625322997416	1548.0	1442.0	0.09799328986516427	0.09128315502943597
CS145	CS142	0.18337408312958436	818.0	1238.0	0.05178198392099766	0.07836931062860036
HUMBIO4B	PHYSICS22	0.18321785989222478	1299.0	987.0	0.08223080331708552	0.062480217762866365
CS110	CS145	0.1826673585884795	1927.0	818.0	0.12198518706083433	0.05178198392099766
MATH41	CS106B	0.182648401826484	876.0	5006.0	0.05545356713299994	0.31689561309109326
PHYSICS44	<END>	0.18202247191011237	890.0	15797.0	0.056339811356586694	1.0
HUMBIO4B	HUMBIO197	0.18167821401077752	1299.0	886.0	0.08223080331708552	0.05608659872127619
HUMBIO4B	PHYSICS23	0.18167821401077752	1299.0	1204.0	0.08223080331708552	0.0762170032284611
CHEM36	PHYSICS22	0.18163054695562436	969.0	987.0	0.06134076090396911	0.062480217762866365
HUMBIO4A	PHYSICS22	0.18126888217522658	1324.0	987.0	0.08381338228777616	0.062480217762866365
HUMBIO4A	PHYSICS23	0.18126888217522658	1324.0	1204.0	0.08381338228777616	0.0762170032284611
PHYSICS45	ME80	0.18004459308807136	1794.0	935.0	0.11356586693676014	0.05918845350382984
ECON52	ECON51	0.1797884841363102	851.0	1273.0	0.0538709881623093	0.08058492118756726
