is_internal	prereq	department	count	p	role	course	department	count	p	role	weight
internal	CS124	CS	1046.0	0.06621510413369627	0	CS161	CS	1990.0	0.12597328606697475	0	0.21223709369024857	
external	CHEM35	CHEM	2092.0	0.13243020826739255	0	HUMBIO3B	HUMBIO	1353.0	0.0856491738937773	0	0.21080305927342255	
external	CHEM35	CHEM	2092.0	0.13243020826739255	0	BIO44X	BIO	1064.0	0.06735456099259353	0	0.21032504780114722	
external	MATH51	MATH	5086.0	0.3219598657973033	0	CS106B	CS	5006.0	0.31689561309109326	0	0.21018482107746755	
internal	ME110	ME	1037.0	0.06564537570424764	0	ME203	ME	1017.0	0.06437931252769513	0	0.20925747348119575	
external	CHEM33	CHEM	3118.0	0.1973792492245363	0	HUMBIO2B	HUMBIO	1520.0	0.09622080141799076	0	0.20878768441308532	
external	CME102	CME	1447.0	0.09159967082357409	0	CS106B	CS	5006.0	0.31689561309109326	0	0.20870767104353835	
external	MATH51	MATH	5086.0	0.3219598657973033	0	CS103	CS	3319.0	0.21010318414888904	0	0.20743216673220605	
external	ME110	ME	1037.0	0.06564537570424764	0	<END>	special	15797.0	1.0	0	0.2073288331726133	
internal	ECON1B	ECON	893.0	0.05652972083306957	0	ECON52	ECON	851.0	0.0538709881623093	0	0.20716685330347145	
external	CHEM33	CHEM	3118.0	0.1973792492245363	0	HUMBIO3A	HUMBIO	1369.0	0.0866620244350193	0	0.20686337395766516	
internal	ME110	ME	1037.0	0.06564537570424764	0	ME103D	ME	960.0	0.06077103247452048	0	0.2063645130183221	
internal	CS109	CS	2672.0	0.16914604038741532	0	CS124	CS	1046.0	0.06621510413369627	0	0.2058383233532934	
external	MATH52	MATH	1317.0	0.08337026017598279	0	CS107	CS	3393.0	0.21478761790213333	0	0.20577069096431283	
internal	CS106A	CS	7270.0	0.4602139646768374	0	CS107	CS	3393.0	0.21478761790213333	0	0.2046767537826685	
external	BIO44X	BIO	1064.0	0.06735456099259353	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.20394736842105263	
external	CHEM35	CHEM	2092.0	0.13243020826739255	0	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	0.20363288718929254	
internal	CS110	CS	1927.0	0.12198518706083433	0	CS124	CS	1046.0	0.06621510413369627	0	0.20290607161390764	
external	CHEM31B	CHEM	2540.0	0.16079002342216878	0	CS106A	CS	7270.0	0.4602139646768374	0	0.20275590551181102	
external	MATH41	MATH	876.0	0.05545356713299994	0	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	0.2009132420091324	
external	UAR56	UAR	1593.0	0.10084193201240742	0	MATH20	MATH	1701.0	0.10767867316579097	0	0.19962335216572505	
external	BIO44X	BIO	1064.0	0.06735456099259353	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.19924812030075187	
external	CME100	CME	2153.0	0.1362917009558777	0	CS106A	CS	7270.0	0.4602139646768374	0	0.19879238272178357	
internal	ECON52	ECON	851.0	0.0538709881623093	0	ECON102B	ECON	1039.0	0.06577198202190289	0	0.19858989424206816	
external	MATH51	MATH	5086.0	0.3219598657973033	0	CS107	CS	3393.0	0.21478761790213333	0	0.19760125835627212	
external	CHEM33	CHEM	3118.0	0.1973792492245363	0	HUMBIO3B	HUMBIO	1353.0	0.0856491738937773	0	0.19692110327132778	
internal	CS110	CS	1927.0	0.12198518706083433	0	CS142	CS	1238.0	0.07836931062860036	0	0.19408406850025947	
external	ME110	ME	1037.0	0.06564537570424764	0	ENGR14	ENGR	1453.0	0.09197948977653984	0	0.19382835101253615	
external	MATH19	MATH	1481.0	0.09375197822371337	0	CS106A	CS	7270.0	0.4602139646768374	0	0.1937879810938555	
external	ECON1	ECON	3028.0	0.19168196493005002	0	MATH51	MATH	5086.0	0.3219598657973033	0	0.19352708058124174	
external	CHEM31X	CHEM	1251.0	0.0791922516933595	0	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	0.19344524380495604	
external	MATH53	MATH	1810.0	0.11457871747800215	0	CS103	CS	3319.0	0.21010318414888904	0	0.19281767955801105	
external	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	CHEM135	CHEM	981.0	0.06210039880990061	0	0.19210526315789472	
internal	ENGR14	ENGR	1453.0	0.09197948977653984	0	ENGR30	ENGR	833.0	0.052731531303412044	0	0.19201651754989676	
external	CHEM31A	CHEM	2894.0	0.18319934164714818	0	BIO41	BIO	1388.0	0.08786478445274419	0	0.19143054595715273	
internal	CS181W	CS	930.0	0.058871937709691714	0	CS161	CS	1990.0	0.12597328606697475	0	0.1913978494623656	
internal	CS147	CS	870.0	0.05507374818003418	0	CS110	CS	1927.0	0.12198518706083433	0	0.19080459770114944	
internal	ECON102B	ECON	1039.0	0.06577198202190289	0	ECON51	ECON	1273.0	0.08058492118756726	0	0.19056785370548604	
external	BIO42	BIO	1196.0	0.0757105779578401	0	CHEM130	CHEM	1268.0	0.08026840539342914	0	0.18979933110367894	
external	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	<END>	special	15797.0	1.0	0	0.18976897689768976	
external	CME100	CME	2153.0	0.1362917009558777	0	CS107	CS	3393.0	0.21478761790213333	0	0.18950301904319555	
external	CHEM31B	CHEM	2540.0	0.16079002342216878	0	BIO42	BIO	1196.0	0.0757105779578401	0	0.1893700787401575	
external	PHYSICS42	PHYSICS	1162.0	0.07355827055770083	0	CS106B	CS	5006.0	0.31689561309109326	0	0.1884681583476764	
internal	CS142	CS	1238.0	0.07836931062860036	0	CS110	CS	1927.0	0.12198518706083433	0	0.18820678513731826	
internal	CS106A	CS	7270.0	0.4602139646768374	0	CS103	CS	3319.0	0.21010318414888904	0	0.18803301237964237	
external	CHEM131	CHEM	1442.0	0.09128315502943597	0	BIO44X	BIO	1064.0	0.06735456099259353	0	0.18793342579750347	
external	HUMBIO2B	HUMBIO	1520.0	0.09622080141799076	0	CHEM131	CHEM	1442.0	0.09128315502943597	0	0.1875	
external	UAR56	UAR	1593.0	0.10084193201240742	0	CHEM31B	CHEM	2540.0	0.16079002342216878	0	0.1864406779661017	
internal	CS107	CS	3393.0	0.21478761790213333	0	CS142	CS	1238.0	0.07836931062860036	0	0.18597111700559976	
internal	ECON1A	ECON	1604.0	0.1015382667595113	0	ECON102A	ECON	1589.0	0.10058871937709692	0	0.185785536159601	
external	MATH42	MATH	1115.0	0.07058302209280243	0	CHEM35	CHEM	2092.0	0.13243020826739255	0	0.18565022421524663	
external	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.1855273287143957	
external	CME102	CME	1447.0	0.09159967082357409	0	CS107	CS	3393.0	0.21478761790213333	0	0.1852107809260539	
external	CHEM33	CHEM	3118.0	0.1973792492245363	0	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	0.18505452212957024	
external	CS1C	CS	1700.0	0.10761537000696335	0	CHEM33	CHEM	3118.0	0.1973792492245363	0	0.18470588235294116	
external	MATH53	MATH	1810.0	0.11457871747800215	0	CS106B	CS	5006.0	0.31689561309109326	0	0.18453038674033148	
external	MATH52	MATH	1317.0	0.08337026017598279	0	CS106B	CS	5006.0	0.31689561309109326	0	0.1845102505694761	
external	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.18429003021148035	
external	PHYSICS42	PHYSICS	1162.0	0.07355827055770083	0	CS106A	CS	7270.0	0.4602139646768374	0	0.18416523235800344	
external	PHYSICS42	PHYSICS	1162.0	0.07355827055770083	0	ENGR14	ENGR	1453.0	0.09197948977653984	0	0.18416523235800344	
external	CHEM36	CHEM	969.0	0.06134076090396911	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.18369453044375644	
external	MATH19	MATH	1481.0	0.09375197822371337	0	CHEM33	CHEM	3118.0	0.1973792492245363	0	0.1836596893990547	
external	HUMBIO2A	HUMBIO	1548.0	0.09799328986516427	0	CHEM131	CHEM	1442.0	0.09128315502943597	0	0.1834625322997416	
internal	CS145	CS	818.0	0.05178198392099766	0	CS142	CS	1238.0	0.07836931062860036	0	0.18337408312958436	
external	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.18321785989222478	
internal	CS110	CS	1927.0	0.12198518706083433	0	CS145	CS	818.0	0.05178198392099766	0	0.1826673585884795	
external	MATH41	MATH	876.0	0.05545356713299994	0	CS106B	CS	5006.0	0.31689561309109326	0	0.182648401826484	
external	PHYSICS44	PHYSICS	890.0	0.056339811356586694	0	<END>	special	15797.0	1.0	0	0.18202247191011237	
internal	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	HUMBIO197	HUMBIO	886.0	0.05608659872127619	0	0.18167821401077752	
external	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.18167821401077752	
external	CHEM36	CHEM	969.0	0.06134076090396911	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.18163054695562436	
external	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.18126888217522658	
external	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.18126888217522658	
external	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	ME80	ME	935.0	0.05918845350382984	0	0.18004459308807136	
internal	ECON52	ECON	851.0	0.0538709881623093	0	ECON51	ECON	1273.0	0.08058492118756726	0	0.1797884841363102	
internal	CS108	CS	943.0	0.059694878774450844	0	CS124	CS	1046.0	0.06621510413369627	0	0.1792152704135737	
external	CME100	CME	2153.0	0.1362917009558777	0	CHEM33	CHEM	3118.0	0.1973792492245363	0	0.17882025081281933	
external	<BEGIN>	special	15797.0	1.0	0	CS106B	CS	5006.0	0.31689561309109326	0	0.1787681205292144	
internal	ECON50	ECON	1881.0	0.11907324175476357	0	ECON102A	ECON	1589.0	0.10058871937709692	0	0.17862838915470494	
external	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.17859892224788299	
external	CHEM31A	CHEM	2894.0	0.18319934164714818	0	MATH20	MATH	1701.0	0.10767867316579097	0	0.17829993089149965	
external	CHEM31A	CHEM	2894.0	0.18319934164714818	0	MATH21	MATH	1633.0	0.10337405836551244	0	0.17829993089149965	
external	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.1782477341389728	
external	MATH21	MATH	1633.0	0.10337405836551244	0	<END>	special	15797.0	1.0	0	0.17819963257807717	
internal	CHEM33	CHEM	3118.0	0.1973792492245363	0	CHEM36	CHEM	969.0	0.06134076090396911	0	0.17767799871712636	
external	MED160	MED	805.0	0.05095904285623853	0	CHEM130	CHEM	1268.0	0.08026840539342914	0	0.17763975155279504	
external	MATH42	MATH	1115.0	0.07058302209280243	0	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	0.17757847533632287	
external	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	BIO44X	BIO	1064.0	0.06735456099259353	0	0.1773049645390071	
external	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	CS106A	CS	7270.0	0.4602139646768374	0	0.17704051673517324	
external	HUMBIO3A	HUMBIO	1369.0	0.0866620244350193	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.17677136596055515	
external	CHEM135	CHEM	981.0	0.06210039880990061	0	STATS60	STATS	3270.0	0.2070013293663354	0	0.1763506625891947	
external	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	CS106B	CS	5006.0	0.31689561309109326	0	0.17615971814445097	
external	MATH20	MATH	1701.0	0.10767867316579097	0	CS106A	CS	7270.0	0.4602139646768374	0	0.17519106407995297	
external	HUMBIO3B	HUMBIO	1353.0	0.0856491738937773	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.17516629711751663	
external	ENGR40	ENGR	835.0	0.052858137621067294	0	<END>	special	15797.0	1.0	0	0.17485029940119762	
external	CME102	CME	1447.0	0.09159967082357409	0	ENGR14	ENGR	1453.0	0.09197948977653984	0	0.17484450587422254	
external	PHYSICS46	PHYSICS	813.0	0.05146546812685953	0	CS106B	CS	5006.0	0.31689561309109326	0	0.17466174661746617	
external	CHEM33	CHEM	3118.0	0.1973792492245363	0	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	0.17447081462475947	
external	CHEM131	CHEM	1442.0	0.09128315502943597	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.17406380027739252	
external	HUMBIO3A	HUMBIO	1369.0	0.0866620244350193	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.17384952520087654	
external	ECON1	ECON	3028.0	0.19168196493005002	0	CS106A	CS	7270.0	0.4602139646768374	0	0.17338177014531045	
external	HUMBIO3A	HUMBIO	1369.0	0.0866620244350193	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.1731190650109569	
external	BIO42	BIO	1196.0	0.0757105779578401	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.17307692307692307	
internal	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	HUMBIO197	HUMBIO	886.0	0.05608659872127619	0	0.1729607250755287	
external	CS1C	CS	1700.0	0.10761537000696335	0	PSYC135	PSYC	2621.0	0.16591757928720643	0	0.17294117647058824	
external	<BEGIN>	special	15797.0	1.0	0	CHEM33	CHEM	3118.0	0.1973792492245363	0	0.17288092675824523	
internal	CS108	CS	943.0	0.059694878774450844	0	CS145	CS	818.0	0.05178198392099766	0	0.1728525980911983	
external	UAR56	UAR	1593.0	0.10084193201240742	0	MATH51	MATH	5086.0	0.3219598657973033	0	0.17263025737602009	
internal	MATH51	MATH	5086.0	0.3219598657973033	0	MATH52	MATH	1317.0	0.08337026017598279	0	0.17223751474636256	
external	HUMBIO3B	HUMBIO	1353.0	0.0856491738937773	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.172209903917221	
external	MATH19	MATH	1481.0	0.09375197822371337	0	HUMBIO2A	HUMBIO	1548.0	0.09799328986516427	0	0.17218095881161377	
external	CME100	CME	2153.0	0.1362917009558777	0	CS103	CS	3319.0	0.21010318414888904	0	0.17185322805387832	
external	CHEM131	CHEM	1442.0	0.09128315502943597	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.17128987517337033	
internal	CS161	CS	1990.0	0.12597328606697475	0	CS110	CS	1927.0	0.12198518706083433	0	0.1708542713567839	
external	UAR56	UAR	1593.0	0.10084193201240742	0	MATH21	MATH	1633.0	0.10337405836551244	0	0.17074701820464533	
external	UAR56	UAR	1593.0	0.10084193201240742	0	PSYCH1	PSYCH	3600.0	0.2278913717794518	0	0.17074701820464533	
external	HUMBIO3B	HUMBIO	1353.0	0.0856491738937773	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.17073170731707318	
external	CHEM31A	CHEM	2894.0	0.18319934164714818	0	MATH51	MATH	5086.0	0.3219598657973033	0	0.17069799585349	
external	CS1C	CS	1700.0	0.10761537000696335	0	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	0.17058823529411765	
internal	CS124	CS	1046.0	0.06621510413369627	0	CS221	CS	1062.0	0.06722795467493828	0	0.1701720841300191	
external	BIO42	BIO	1196.0	0.0757105779578401	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.1697324414715719	
external	ME101	ME	1336.0	0.08457302019370766	0	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	0.1691616766467066	
internal	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	PHYSICS44	PHYSICS	890.0	0.056339811356586694	0	0.16911332941867294	
external	MATH53	MATH	1810.0	0.11457871747800215	0	CS107	CS	3393.0	0.21478761790213333	0	0.16906077348066298	
internal	CS142	CS	1238.0	0.07836931062860036	0	CS145	CS	818.0	0.05178198392099766	0	0.16882067851373184	
external	HUMBIO3A	HUMBIO	1369.0	0.0866620244350193	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.168736303871439	
external	CME102	CME	1447.0	0.09159967082357409	0	CS103	CS	3319.0	0.21010318414888904	0	0.1686247408431237	
external	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	ENGR14	ENGR	1453.0	0.09197948977653984	0	0.16833890746934224	
external	BIO44X	BIO	1064.0	0.06735456099259353	0	CHEM36	CHEM	969.0	0.06134076090396911	0	0.16823308270676693	
external	CHEM130	CHEM	1268.0	0.08026840539342914	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.167192429022082	
external	ECON1	ECON	3028.0	0.19168196493005002	0	CS106B	CS	5006.0	0.31689561309109326	0	0.16710700132100395	
external	HUMBIO3B	HUMBIO	1353.0	0.0856491738937773	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.1670362158167036	
external	ME110	ME	1037.0	0.06564537570424764	0	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	0.16682738669238187	
external	MATH42	MATH	1115.0	0.07058302209280243	0	CS106B	CS	5006.0	0.31689561309109326	0	0.16681614349775784	
external	MATH19	MATH	1481.0	0.09375197822371337	0	HUMBIO2B	HUMBIO	1520.0	0.09622080141799076	0	0.16677920324105333	
internal	CS2C	CS	862.0	0.05456732290941318	0	CS106A	CS	7270.0	0.4602139646768374	0	0.16589327146171692	
internal	ME110	ME	1037.0	0.06564537570424764	0	ME80	ME	935.0	0.05918845350382984	0	0.16586306653809066	
external	CME102	CME	1447.0	0.09159967082357409	0	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	0.165860400829302	
external	CME100	CME	2153.0	0.1362917009558777	0	<END>	special	15797.0	1.0	0	0.1653506734788667	
external	CHEM36	CHEM	969.0	0.06134076090396911	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.1651186790505676	
external	CHEM130	CHEM	1268.0	0.08026840539342914	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.16482649842271294	
external	ENGR40M	ENGR	1124.0	0.07115275052225106	0	CS109	CS	2672.0	0.16914604038741532	0	0.16459074733096085	
external	PHYSICS42	PHYSICS	1162.0	0.07355827055770083	0	<END>	special	15797.0	1.0	0	0.16437177280550774	
external	CS107	CS	3393.0	0.21478761790213333	0	<END>	special	15797.0	1.0	0	0.1641615089890952	
external	MATH20	MATH	1701.0	0.10767867316579097	0	HUMBIO2A	HUMBIO	1548.0	0.09799328986516427	0	0.164021164021164	
external	MATH41	MATH	876.0	0.05545356713299994	0	CHEM35	CHEM	2092.0	0.13243020826739255	0	0.1632420091324201	
internal	CS107	CS	3393.0	0.21478761790213333	0	CS108	CS	943.0	0.059694878774450844	0	0.16268788682581786	
external	PHYSICS42	PHYSICS	1162.0	0.07355827055770083	0	CHEM35	CHEM	2092.0	0.13243020826739255	0	0.16265060240963855	
external	UAR56	UAR	1593.0	0.10084193201240742	0	CHEM33	CHEM	3118.0	0.1973792492245363	0	0.162586315128688	
external	MATH52	MATH	1317.0	0.08337026017598279	0	CS109	CS	2672.0	0.16914604038741532	0	0.1624905087319666	
internal	CS142	CS	1238.0	0.07836931062860036	0	CS221	CS	1062.0	0.06722795467493828	0	0.16235864297253635	
internal	CHEM131	CHEM	1442.0	0.09128315502943597	0	CHEM36	CHEM	969.0	0.06134076090396911	0	0.1622746185852982	
external	CHEM131	CHEM	1442.0	0.09128315502943597	0	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	0.1622746185852982	
external	CHEM31X	CHEM	1251.0	0.0791922516933595	0	CME102	CME	1447.0	0.09159967082357409	0	0.16227018385291767	
internal	MATH20	MATH	1701.0	0.10767867316579097	0	MATH51	MATH	5086.0	0.3219598657973033	0	0.16225749559082892	
external	CHEM36	CHEM	969.0	0.06134076090396911	0	PHYSICS24	PHYSICS	955.0	0.060454516680382354	0	0.16202270381836945	
internal	CS103	CS	3319.0	0.21010318414888904	0	CS221	CS	1062.0	0.06722795467493828	0	0.16179572160289243	
internal	ECON1	ECON	3028.0	0.19168196493005002	0	ECON102A	ECON	1589.0	0.10058871937709692	0	0.16149273447820345	
external	ECON1B	ECON	893.0	0.05652972083306957	0	CS106A	CS	7270.0	0.4602139646768374	0	0.1612541993281075	
external	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	CHEM130	CHEM	1268.0	0.08026840539342914	0	0.16109422492401215	
external	CHEM135	CHEM	981.0	0.06210039880990061	0	BIO44X	BIO	1064.0	0.06735456099259353	0	0.16106014271151886	
external	CS106B	CS	5006.0	0.31689561309109326	0	<END>	special	15797.0	1.0	0	0.16080703156212545	
external	HUMBIO2B	HUMBIO	1520.0	0.09622080141799076	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.16052631578947368	
external	MATH21	MATH	1633.0	0.10337405836551244	0	CME100	CME	2153.0	0.1362917009558777	0	0.16044090630740968	
external	MS&E472	MS&E	2238.0	0.14167246945622586	0	CS107	CS	3393.0	0.21478761790213333	0	0.16041108132260948	
external	CHEM33	CHEM	3118.0	0.1973792492245363	0	CS106A	CS	7270.0	0.4602139646768374	0	0.1600384862091084	
external	BIO41	BIO	1388.0	0.08786478445274419	0	PHYSICS41	PHYSICS	3406.0	0.21561055896689243	0	0.15994236311239193	
internal	CS142	CS	1238.0	0.07836931062860036	0	CS124	CS	1046.0	0.06621510413369627	0	0.15993537964458804	
internal	CHEM31X	CHEM	1251.0	0.0791922516933595	0	CHEM36	CHEM	969.0	0.06134076090396911	0	0.15987210231814547	
internal	CS161	CS	1990.0	0.12597328606697475	0	CS124	CS	1046.0	0.06621510413369627	0	0.15979899497487438	
external	HUMBIO2A	HUMBIO	1548.0	0.09799328986516427	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.15956072351421188	
external	CHEM131	CHEM	1442.0	0.09128315502943597	0	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	0.15950069348127602	
external	CHEM35	CHEM	2092.0	0.13243020826739255	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.15917782026768643	
internal	CS147	CS	870.0	0.05507374818003418	0	CS124	CS	1046.0	0.06621510413369627	0	0.15862068965517243	
external	CHEM31B	CHEM	2540.0	0.16079002342216878	0	MATH21	MATH	1633.0	0.10337405836551244	0	0.15826771653543306	
external	MATH20	MATH	1701.0	0.10767867316579097	0	HUMBIO2B	HUMBIO	1520.0	0.09622080141799076	0	0.15814226925338037	
external	MATH52	MATH	1317.0	0.08337026017598279	0	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	0.15793470007593013	
external	MED160	MED	805.0	0.05095904285623853	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.1577639751552795	
external	CHEM35	CHEM	2092.0	0.13243020826739255	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.1577437858508604	
internal	CS142	CS	1238.0	0.07836931062860036	0	CS147	CS	870.0	0.05507374818003418	0	0.15751211631663975	
external	HUMBIO2B	HUMBIO	1520.0	0.09622080141799076	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.15723684210526315	
external	HUMBIO4B	HUMBIO	1299.0	0.08223080331708552	0	CHEM135	CHEM	981.0	0.06210039880990061	0	0.15704387990762125	
external	BIO44X	BIO	1064.0	0.06735456099259353	0	STATS60	STATS	3270.0	0.2070013293663354	0	0.15695488721804512	
external	ENGR14	ENGR	1453.0	0.09197948977653984	0	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	0.15691672401927048	
internal	CS103	CS	3319.0	0.21010318414888904	0	CS142	CS	1238.0	0.07836931062860036	0	0.1566736968966556	
external	MED160	MED	805.0	0.05095904285623853	0	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	0.1565217391304348	
internal	CHEM31B	CHEM	2540.0	0.16079002342216878	0	CHEM131	CHEM	1442.0	0.09128315502943597	0	0.1562992125984252	
external	PHYSICS46	PHYSICS	813.0	0.05146546812685953	0	CS106A	CS	7270.0	0.4602139646768374	0	0.15621156211562115	
external	MATH21	MATH	1633.0	0.10337405836551244	0	CS106A	CS	7270.0	0.4602139646768374	0	0.15615431720759337	
external	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	ENGR30	ENGR	833.0	0.052731531303412044	0	0.15607580824972128	
external	MATH19	MATH	1481.0	0.09375197822371337	0	PSYCH1	PSYCH	3600.0	0.2278913717794518	0	0.15597569209993248	
external	HUMBIO2A	HUMBIO	1548.0	0.09799328986516427	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.15568475452196381	
external	CHEM131	CHEM	1442.0	0.09128315502943597	0	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	0.1553398058252427	
internal	MATH53	MATH	1810.0	0.11457871747800215	0	MATH52	MATH	1317.0	0.08337026017598279	0	0.1552486187845304	
internal	CS1C	CS	1700.0	0.10761537000696335	0	CS2C	CS	862.0	0.05456732290941318	0	0.15470588235294117	
external	<BEGIN>	special	15797.0	1.0	0	CHEM31A	CHEM	2894.0	0.18319934164714818	0	0.15452301069823385	
external	MED160	MED	805.0	0.05095904285623853	0	CHEM135	CHEM	981.0	0.06210039880990061	0	0.15403726708074533	
internal	CHEM35	CHEM	2092.0	0.13243020826739255	0	CHEM36	CHEM	969.0	0.06134076090396911	0	0.15391969407265774	
internal	CS124	CS	1046.0	0.06621510413369627	0	CS142	CS	1238.0	0.07836931062860036	0	0.15391969407265774	
external	PSYCH1	PSYCH	3600.0	0.2278913717794518	0	CS106A	CS	7270.0	0.4602139646768374	0	0.15361111111111111	
external	HUMBIO4A	HUMBIO	1324.0	0.08381338228777616	0	CHEM135	CHEM	981.0	0.06210039880990061	0	0.15332326283987915	
internal	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	PHYSICS43	PHYSICS	3030.0	0.19180857124770526	0	0.15328874024526198	
external	PHYSICS42	PHYSICS	1162.0	0.07355827055770083	0	CHEM33	CHEM	3118.0	0.1973792492245363	0	0.153184165232358	
external	CS1C	CS	1700.0	0.10761537000696335	0	CHEM31B	CHEM	2540.0	0.16079002342216878	0	0.15294117647058825	
internal	CS145	CS	818.0	0.05178198392099766	0	CS181W	CS	930.0	0.058871937709691714	0	0.1528117359413203	
external	MED160	MED	805.0	0.05095904285623853	0	PHYSICS23	PHYSICS	1204.0	0.0762170032284611	0	0.15279503105590062	
internal	CS109	CS	2672.0	0.16914604038741532	0	CS142	CS	1238.0	0.07836931062860036	0	0.1523203592814371	
external	UAR56	UAR	1593.0	0.10084193201240742	0	ECON1	ECON	3028.0	0.19168196493005002	0	0.15191462649089768	
external	MATH52	MATH	1317.0	0.08337026017598279	0	<END>	special	15797.0	1.0	0	0.15186028853454822	
external	PHYSICS21	PHYSICS	1140.0	0.07216560106349307	0	BIO44X	BIO	1064.0	0.06735456099259353	0	0.15175438596491228	
external	CHEM36	CHEM	969.0	0.06134076090396911	0	STATS60	STATS	3270.0	0.2070013293663354	0	0.15170278637770898	
external	PHYSICS45	PHYSICS	1794.0	0.11356586693676014	0	CS106A	CS	7270.0	0.4602139646768374	0	0.1516164994425864	
external	BIO44X	BIO	1064.0	0.06735456099259353	0	PHYSICS22	PHYSICS	987.0	0.062480217762866365	0	0.1513157894736842	
external	ENGR40	ENGR	835.0	0.052858137621067294	0	CS161	CS	1990.0	0.12597328606697475	0	0.15089820359281436	
external	CME102	CME	1447.0	0.09159967082357409	0	CS106A	CS	7270.0	0.4602139646768374	0	0.15065653075328264	
external	CHEM130	CHEM	1268.0	0.08026840539342914	0	BIO44X	BIO	1064.0	0.06735456099259353	0	0.15063091482649843	
